totalValueLockedUSD,inputTokenWeights,fees,cumulativeVolumeUSD,id,rewardTokenEmissionsUSD,blockNumber,exchange,inputTokens,inputTokenBalances
1150425.142253035902053096013289468,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",120965212.2337358809401744595487028,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12450571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3481.821571597911589192905647580223'}]","['303349310539', '243285250061015499281']"
1122496.107482132491792333313229494,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",127415121.4725638634587551240893085,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12452571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3391.512114568600996202255603177142'}]","['168700193629', '281230283611844021374']"
1103498.01508135470381041031961186,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",128753030.8174922552357085528437751,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12454571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3307.994363615790329842494570429886'}]","['136385038989', '291029570650798942813']"
968287.8370339097097234476606913883,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",131770613.3963561909558415776548862,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12456571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3543.246450286780218999258700220146'}]","['315045439674', '184362676016238763499']"
952809.113991468756325687385187319,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",137905121.3613629838177981805748603,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12458571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3420.584317386690442600107728612807'}]","['81162968371', '254823756628341825228']"
1297289.78577372319249875835749629,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",139359128.1254139060899133743399534,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12460571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3431.060328213527310762168776949961'}]","['94787427557', '350552047190257455450']"
1172929.413644512297223289896450453,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",140164166.5334458820747898601618732,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12462571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3101.514611247189280185921899261042'}]","['35141865009', '366849004840890351614']"
1004107.243923750324685218321369689,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",140214781.1293263282207291775223583,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12464571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2624.271824252000268407862852398763'}]","['33195003460', '373957566046640057521']"
995984.2576712267307764023058559887,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",140247451.5167652216474524109782756,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12466571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2604.224389367261515369583332887103'}]","['24959688320', '370344789005506002493']"
937849.2623351916880017170760508503,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",140287432.0342210589762769786656051,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12468571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2427.99843318548536979080530402262'}]","['30579082763', '374822233585707900846']"
1002867.351121157294916994717689924,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",140325951.9853006395362962909413227,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12470571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2674.022066194596984494110158046077'}]","['36898693761', '365934304171877040755']"
1014930.684996551273944476577409799,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",140733678.1847953240693492558576537,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12472571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2690.489654509014508639763052116795'}]","['48872702063', '358442415991515139549']"
1072616.072647949534043987957059093,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141113759.7525909929959213002130523,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12474571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2890.507027811661730177088428153115'}]","['70069921623', '346840931843004311509']"
991031.350876009395748527671148694,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141464415.3996243463133798877760188,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12476571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2667.045417474606002382348132499465'}]","['39916137143', '357788270681663340355']"
921441.4507312124223140954494165097,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141772425.9929880813600743786392468,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12478571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2459.706139844214015636667194329677'}]","['34918492058', '359586239177295273409']"
883844.03776571364410131794150314,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141830065.6510161510146583557814588,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12480571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2406.197786902141384106687291473976'}]","['32191594912', '360725681661500020335']"
826948.1473921346208264461348492563,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141875330.004290616228928505837832,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12482571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2210.412953307942414109613544761088'}]","['27239130587', '362903324802445146019']"
883412.9722454661026198534473719877,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141942925.780188628575971184572608,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12484571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2413.216581595755796454892594472471'}]","['32749050802', '352824310716398736174']"
866525.7590519255295089852776840054,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",141984016.0634874360837433607357412,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12486571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2363.134089180075021002606602671775'}]","['31250562936', '353462092508701433086']"
833878.2006252170849253934075716555,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",142031914.3161049697051504726089886,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12488571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2270.156411450703561331167285118365'}]","['29430121349', '354472034003369005376']"
515264.1561535539997996414714671047,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",142094905.9253938420165812768651018,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12490571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2007.23202565973514780243877883149'}]","['21874369633', '240604888591593084219']"
493745.3993693934796913925224430362,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",142106786.2660231241062036220735017,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12492571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '1966.548174450928699519975183983257'}]","['20500528331', '238975356390496139236']"
545524.7335050715573730738815623581,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",142181786.3105133464073412399516871,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12494571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2178.550782645680410100832380521202'}]","['29890917297', '236568381798022077850']"
681308.3431998800460543884474777268,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",142482732.2072176693155534346639687,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12496571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2250.146272617843019166170842000906'}]","['27960059294', '290358138871464573346']"
735972.3705387443404243082155763767,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",144445085.9101995268186555388115464,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12498571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2538.652613536762065318534804015466'}]","['177541986219', '219971169486540599472']"
812888.3282153705632958529442800357,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",145065804.4274020262472143561428861,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12500571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2684.411890782200282600898660800863'}]","['225107177799', '218026252415913611836']"
790788.5654220778933822149916534655,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",145722399.8157250830666785870383097,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12502571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2588.905915521742483394534816206504'}]","['175966940327', '237461939485189643781']"
789335.7725465905897500124205817873,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",146122445.6008391391895896500213146,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12504571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2584.769258767664750916141038212163'}]","['177954542585', '236532227349793532850']"
770944.8606343621064699585742240124,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",146459986.1990214935281110815163301,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12506571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2693.494350149819591858915809890804'}]","['160166928309', '226760428248675907436']"
810904.5422814149025093843172557421,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",146792451.420605149279207191316632,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12508571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2872.007627725180074993271504252492'}]","['182780503270', '218709233391918914563']"
801302.382478962383874076010312894,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",147132347.3532551782709372072128517,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12510571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2769.113755898959972478383079244631'}]","['178769394534', '224813078414997951245']"
823446.7902242314613688425106394808,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",147529696.2618696024243211238732038,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12512571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2823.063794957204090122906169342528'}]","['188792538664', '224810453342891044823']"
790703.6071497616066372260048181437,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",147860295.0378895138578436663140548,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12514571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2678.841654169854576274924902697933'}]","['167730940125', '232553001426959824001']"
818990.6254996484465169416384558821,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",148310775.2321660489231722275113156,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12516571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2801.491412752576417762829903274887'}]","['188910915050', '224908498416254041424']"
694120.7932675715962752146703287281,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",148804757.3548406415132199975569948,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12518571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2746.027321002766038488544913790614'}]","['63020155936', '229823145787607368313']"
674962.5488131231498242993027808071,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",149126704.3881782954667248012617598,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12520571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2704.697777039389397540738573268874'}]","['51640911468', '230460142970761979951']"
621386.8051775623315383870700296764,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",149180124.8758033445837587712469811,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,12522571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '2478.610924101237470918014035494478'}]","['43015824240', '233342789447089603190']"
